NOM_CAS_AD,NO_CAS_ADM,OBJECTID,AreaSqKm,CentroidX,CentroidY,GridName,Key,Input_#2_Key,Count,Fire Count per Year,Fire Count 6 years,Avg_Pop__Densi,Avg_Income___T,Avg_Income___2,Avg_Income___3,Avg_Housing___,Avg_Education_
Caserne 20,20,361,6.299376,-73.547645,45.503208,Grid2_3,Caserne 20 Grid2_3,,,,,294.566666666667,627.5,100,72.25,352.5,580
Caserne 20,20,361,6.299376,-73.547645,45.503208,Grid3_2,Caserne 20 Grid3_2,,,,,,,,,,
Caserne 20,20,361,6.299376,-73.547645,45.503208,Grid3_3,Caserne 20 Grid3_3,,,,,,,,,,
Caserne 21,21,345,9.757678,-73.601206,45.592287,Grid0_1,Caserne 21 Grid0_1,,,,,3077.6,720,100,68.675,300,711.25
Caserne 21,21,345,9.757678,-73.601206,45.592287,Grid0_2,Caserne 21 Grid0_2,Caserne 21 Grid0_2,5,1,5,8343.11818181818,542.272727272727,100,64.2,251.363636363636,530.909090909091
Caserne 21,21,345,9.757678,-73.601206,45.592287,Grid0_3,Caserne 21 Grid0_3,Caserne 21 Grid0_3,2,0,2,10877.81,435.5,100,61.74,212,439
Caserne 21,21,345,9.757678,-73.601206,45.592287,Grid1_0,Caserne 21 Grid1_0,Caserne 21 Grid1_0,3,1,3,799.75,460,100,59.3,220,420
Caserne 21,21,345,9.757678,-73.601206,45.592287,Grid1_1,Caserne 21 Grid1_1,Caserne 21 Grid1_1,14,2,14,5801.03333333333,535.333333333333,100,64.48,243.666666666667,530.666666666667
Caserne 21,21,345,9.757678,-73.601206,45.592287,Grid1_2,Caserne 21 Grid1_2,Caserne 21 Grid1_2,20,3,20,9421.14583333333,489.791666666667,100,62.125,233.125,485.416666666667
Caserne 21,21,345,9.757678,-73.601206,45.592287,Grid1_3,Caserne 21 Grid1_3,Caserne 21 Grid1_3,20,3,20,12913.6,395.576923076923,100,58.5846153846154,191.923076923077,398.076923076923
Caserne 21,21,345,9.757678,-73.601206,45.592287,Grid2_0,Caserne 21 Grid2_0,Caserne 21 Grid2_0,8,1,8,3198,662,100,66.62,330,650
Caserne 21,21,345,9.757678,-73.601206,45.592287,Grid2_1,Caserne 21 Grid2_1,Caserne 21 Grid2_1,29,5,29,8594.06086956522,454.782608695652,100,61.8521739130435,222.173913043478,457.173913043478
Caserne 21,21,345,9.757678,-73.601206,45.592287,Grid2_2,Caserne 21 Grid2_2,Caserne 21 Grid2_2,4,1,4,6053.07894736842,422.368421052632,100,61.7210526315789,194.736842105263,421.578947368421
Caserne 21,21,345,9.757678,-73.601206,45.592287,Grid2_3,Caserne 21 Grid2_3,Caserne 21 Grid2_3,19,3,19,8769.9,473.055555555556,100,60.1333333333333,230.833333333333,468.333333333333
Caserne 21,21,345,9.757678,-73.601206,45.592287,Grid2_4,Caserne 21 Grid2_4,Caserne 21 Grid2_4,4,1,4,9789.225,573.75,100,58.075,295,563.75
Caserne 21,21,345,9.757678,-73.601206,45.592287,Grid3_0,Caserne 21 Grid3_0,Caserne 21 Grid3_0,4,1,4,1405.73333333333,840,100,70.7,436.666666666667,860
Caserne 21,21,345,9.757678,-73.601206,45.592287,Grid3_1,Caserne 21 Grid3_1,Caserne 21 Grid3_1,19,3,19,6959.28,554.5,100,61,295.5,548
Caserne 21,21,345,9.757678,-73.601206,45.592287,Grid3_2,Caserne 21 Grid3_2,Caserne 21 Grid3_2,10,2,10,5237.08571428571,512.857142857143,100,62.0428571428571,268.571428571429,522.142857142857
Caserne 21,21,345,9.757678,-73.601206,45.592287,Grid3_3,Caserne 21 Grid3_3,,,,,3739,430,100,63.35,202.5,437.5
Caserne 21,21,345,9.757678,-73.601206,45.592287,Grid4_1,Caserne 21 Grid4_1,,,,,881.5,575,100,60.8,325,605
Caserne 22,22,336,3.795249,-73.580596,45.581887,Grid0_1,Caserne 22 Grid0_1,,,,,6224.42222222222,482.222222222222,100,61.4,255.555555555556,481.111111111111
Caserne 22,22,336,3.795249,-73.580596,45.581887,Grid0_2,Caserne 22 Grid0_2,Caserne 22 Grid0_2,11,2,11,7580.68666666667,561,100,60.3666666666667,300,561
Caserne 22,22,336,3.795249,-73.580596,45.581887,Grid0_3,Caserne 22 Grid0_3,Caserne 22 Grid0_3,6,1,6,7711.8,668.333333333333,100,62.3166666666667,363.333333333333,677.5
Caserne 22,22,336,3.795249,-73.580596,45.581887,Grid1_0,Caserne 22 Grid1_0,Caserne 22 Grid1_0,7,1,7,9115.91,495.5,100,58.95,259,490.5
Caserne 22,22,336,3.795249,-73.580596,45.581887,Grid1_1,Caserne 22 Grid1_1,Caserne 22 Grid1_1,40,7,40,9657,464.230769230769,100,59.804,245,466.346153846154
Caserne 22,22,336,3.795249,-73.580596,45.581887,Grid1_2,Caserne 22 Grid1_2,Caserne 22 Grid1_2,15,3,15,9527.43846153846,590,100,63.1769230769231,318.461538461538,582.307692307692
Caserne 22,22,336,3.795249,-73.580596,45.581887,Grid1_3,Caserne 22 Grid1_3,,,,,8175.13333333333,826.666666666667,100,67.9666666666667,475,845
Caserne 22,22,336,3.795249,-73.580596,45.581887,Grid2_0,Caserne 22 Grid2_0,Caserne 22 Grid2_0,1,0,1,6236.6,529.090909090909,100,59.6636363636364,286.818181818182,532.727272727273
Caserne 22,22,336,3.795249,-73.580596,45.581887,Grid2_1,Caserne 22 Grid2_1,Caserne 22 Grid2_1,15,3,15,9932.91875,481.25,100,57.78125,258.75,477.1875
Caserne 23,23,349,4.733368,-73.597664,45.469552,Grid0_3,Caserne 23 Grid0_3,,,,,312.75,480,100,59.3,285,460
Caserne 23,23,349,4.733368,-73.597664,45.469552,Grid0_4,Caserne 23 Grid0_4,Caserne 23 Grid0_4,2,0,2,1467.98,441.25,100,65.6,246.25,427.5
Caserne 23,23,349,4.733368,-73.597664,45.469552,Grid1_2,Caserne 23 Grid1_2,,,,,312.75,480,100,59.3,285,460
Caserne 23,23,349,4.733368,-73.597664,45.469552,Grid1_3,Caserne 23 Grid1_3,,,,,312.75,480,100,59.3,285,460
Caserne 23,23,349,4.733368,-73.597664,45.469552,Grid1_4,Caserne 23 Grid1_4,,,,,,,,,,
Caserne 23,23,349,4.733368,-73.597664,45.469552,Grid2_1,Caserne 23 Grid2_1,,,,,2878.53333333333,647.5,100,76.4,370,645
Caserne 23,23,349,4.733368,-73.597664,45.469552,Grid2_2,Caserne 23 Grid2_2,,,,,2491.82,516.25,100,65.225,306.25,517.5
Caserne 23,23,349,4.733368,-73.597664,45.469552,Grid2_3,Caserne 23 Grid2_3,Caserne 23 Grid2_3,36,6,36,2.7,,,,,
Caserne 23,23,349,4.733368,-73.597664,45.469552,Grid3_0,Caserne 23 Grid3_0,Caserne 23 Grid3_0,1,0,1,10201.175,850,100,78.05,547.5,868.75
Caserne 23,23,349,4.733368,-73.597664,45.469552,Grid3_1,Caserne 23 Grid3_1,Caserne 23 Grid3_1,53,9,53,9341.62272727273,598.571428571429,100,74.2095238095238,377.619047619048,600.952380952381
Caserne 23,23,349,4.733368,-73.597664,45.469552,Grid3_2,Caserne 23 Grid3_2,Caserne 23 Grid3_2,28,5,28,7843.66666666667,611.875,100,71.575,378.125,611.25
Caserne 23,23,349,4.733368,-73.597664,45.469552,Grid4_0,Caserne 23 Grid4_0,Caserne 23 Grid4_0,53,9,53,10195.4421052632,591.578947368421,100,71.0157894736842,356.842105263158,591.052631578947
Caserne 23,23,349,4.733368,-73.597664,45.469552,Grid4_1,Caserne 23 Grid4_1,Caserne 23 Grid4_1,27,5,27,10793.975,690,100,75.875,441.25,685
Caserne 23,23,349,4.733368,-73.597664,45.469552,Grid4_2,Caserne 23 Grid4_2,,,,,4683.4,625,100,76,380,625
Caserne 23,23,349,4.733368,-73.597664,45.469552,Grid5_0,Caserne 23 Grid5_0,,,,,9337.35,630,100,77.4,365,607.5
Caserne 25,25,299,2.993538,-73.579308,45.50391,Grid0_0,Caserne 25 Grid0_0,,,,,9752.6,443,100,71.15,243,452
Caserne 25,25,299,2.993538,-73.579308,45.50391,Grid0_1,Caserne 25 Grid0_1,,,,,377.2,785,100,61.8,460,810
Caserne 25,25,299,2.993538,-73.579308,45.50391,Grid1_0,Caserne 25 Grid1_0,,,,,10072.2,696.25,100,63.375,425,696.25
Caserne 25,25,299,2.993538,-73.579308,45.50391,Grid1_1,Caserne 25 Grid1_1,Caserne 25 Grid1_1,37,6,37,11675.9,1022.5,100,60.51,647.5,1026.5
Caserne 25,25,299,2.993538,-73.579308,45.50391,Grid1_2,Caserne 25 Grid1_2,Caserne 25 Grid1_2,19,3,19,4873.7,1180,100,76.15,755,1165
Caserne 25,25,299,2.993538,-73.579308,45.50391,Grid2_1,Caserne 25 Grid2_1,Caserne 25 Grid2_1,23,4,23,4676.65,1527.5,100,79.225,985,1551.25
Caserne 25,25,299,2.993538,-73.579308,45.50391,Grid2_2,Caserne 25 Grid2_2,Caserne 25 Grid2_2,51,9,51,10353.8444444444,1249.44444444444,100,79.5555555555556,821.111111111111,1246.66666666667
Caserne 26,26,316,1.994647,-73.573585,45.536384,Grid0_0,Caserne 26 Grid0_0,Caserne 26 Grid0_0,40,7,40,13750.896,499.6,100,80.856,318.6,503.6
Caserne 26,26,316,1.994647,-73.573585,45.536384,Grid0_1,Caserne 26 Grid0_1,Caserne 26 Grid0_1,5,1,5,15085.14,460,100,80.12,288,457
Caserne 26,26,316,1.994647,-73.573585,45.536384,Grid1_0,Caserne 26 Grid1_0,Caserne 26 Grid1_0,54,9,54,13879.3870967742,468.709677419355,100,79.3548387096774,295.645161290323,466.612903225806
Caserne 26,26,316,1.994647,-73.573585,45.536384,Grid1_1,Caserne 26 Grid1_1,Caserne 26 Grid1_1,9,2,9,14627.7636363636,409.545454545455,100,80.7727272727273,245.909090909091,427.272727272727
Caserne 26,26,316,1.994647,-73.573585,45.536384,Grid2_0,Caserne 26 Grid2_0,Caserne 26 Grid2_0,13,2,13,14672.7166666667,478.333333333333,100,75.775,317.083333333333,481.666666666667
Caserne 26,26,316,1.994647,-73.573585,45.536384,Grid2_1,Caserne 26 Grid2_1,,,,,17586.02,421,100,76.54,279,432
Caserne 27,27,319,6.636579,-73.62159,45.502178,Grid0_0,Caserne 27 Grid0_0,Caserne 27 Grid0_0,14,2,14,9520.925,527.083333333333,100,65.275,275.416666666667,518.75
Caserne 27,27,319,6.636579,-73.62159,45.502178,Grid0_1,Caserne 27 Grid0_1,Caserne 27 Grid0_1,50,8,50,15054.9590909091,450,100,64.05,235.454545454545,442.045454545455
Caserne 27,27,319,6.636579,-73.62159,45.502178,Grid0_2,Caserne 27 Grid0_2,,,,,14359.7142857143,373.571428571429,100,71.44,176.428571428571,365
Caserne 27,27,319,6.636579,-73.62159,45.502178,Grid1_0,Caserne 27 Grid1_0,Caserne 27 Grid1_0,71,12,71,14811.36,513.166666666667,100,62.21,276.666666666667,507.833333333333
Caserne 27,27,319,6.636579,-73.62159,45.502178,Grid1_1,Caserne 27 Grid1_1,Caserne 27 Grid1_1,46,8,46,14526.1636363636,440.625,100,67.2433333333333,252.575757575758,439.242424242424
Caserne 27,27,319,6.636579,-73.62159,45.502178,Grid1_2,Caserne 27 Grid1_2,Caserne 27 Grid1_2,61,10,61,14439.4269230769,614.8,100,66.9,359.230769230769,602.884615384615
Caserne 27,27,319,6.636579,-73.62159,45.502178,Grid1_3,Caserne 27 Grid1_3,Caserne 27 Grid1_3,4,1,4,10987.6428571429,498.571428571429,100,67.8,270.714285714286,495.714285714286
Caserne 27,27,319,6.636579,-73.62159,45.502178,Grid2_0,Caserne 27 Grid2_0,,,,,7587.8,490,100,58.525,244.5,461
Caserne 27,27,319,6.636579,-73.62159,45.502178,Grid2_1,Caserne 27 Grid2_1,Caserne 27 Grid2_1,13,2,13,8332.23636363636,446.666666666667,100,66.625,234.5,431.5
Caserne 27,27,319,6.636579,-73.62159,45.502178,Grid2_2,Caserne 27 Grid2_2,Caserne 27 Grid2_2,44,7,44,14291.8666666667,840,100,59.87,494.090909090909,782.727272727273
Caserne 27,27,319,6.636579,-73.62159,45.502178,Grid2_3,Caserne 27 Grid2_3,Caserne 27 Grid2_3,3,1,3,8980.44,1173,100,67.36,707,1156
Caserne 27,27,319,6.636579,-73.62159,45.502178,Grid3_1,Caserne 27 Grid3_1,,,,,211.833333333333,487.5,100,61.8,267.5,505
Caserne 27,27,319,6.636579,-73.62159,45.502178,Grid3_2,Caserne 27 Grid3_2,,,,,3.8,,,,,
Caserne 28,28,333,13.871353,-73.565377,45.612502,Grid0_1,Caserne 28 Grid0_1,,,,,855.35,768.75,100,73.9666666666667,376.25,783.75
Caserne 28,28,333,13.871353,-73.565377,45.612502,Grid0_2,Caserne 28 Grid0_2,,,,,667.325,665,100,66.7333333333333,330,663.75
Caserne 28,28,333,13.871353,-73.565377,45.612502,Grid0_3,Caserne 28 Grid0_3,,,,,1470.5,1180,100,76.3,615,1215
Caserne 28,28,333,13.871353,-73.565377,45.612502,Grid1_0,Caserne 28 Grid1_0,,,,,1005,672.5,100,72.725,298.75,690
Caserne 28,28,333,13.871353,-73.565377,45.612502,Grid1_1,Caserne 28 Grid1_1,Caserne 28 Grid1_1,4,1,4,773.55,850,100,72.8,385,860
Caserne 28,28,333,13.871353,-73.565377,45.612502,Grid1_2,Caserne 28 Grid1_2,Caserne 28 Grid1_2,5,1,5,5051.14,636,100,68.02,328,653
Caserne 28,28,333,13.871353,-73.565377,45.612502,Grid1_3,Caserne 28 Grid1_3,Caserne 28 Grid1_3,14,2,14,6981.95,573.75,100,64.7666666666667,312.5,575.833333333333
Caserne 28,28,333,13.871353,-73.565377,45.612502,Grid2_0,Caserne 28 Grid2_0,,,,,474.8,650,100,71.05,272.5,645
Caserne 28,28,333,13.871353,-73.565377,45.612502,Grid2_1,Caserne 28 Grid2_1,Caserne 28 Grid2_1,8,1,8,137.2,720,100,63.3,320,710
Caserne 28,28,333,13.871353,-73.565377,45.612502,Grid2_2,Caserne 28 Grid2_2,Caserne 28 Grid2_2,5,1,5,4152.1,522.5,100,69,230,542.5
Caserne 28,28,333,13.871353,-73.565377,45.612502,Grid2_3,Caserne 28 Grid2_3,Caserne 28 Grid2_3,15,3,15,7043.83571428571,568.214285714286,100,62.5714285714286,317.5,560
Caserne 28,28,333,13.871353,-73.565377,45.612502,Grid2_4,Caserne 28 Grid2_4,Caserne 28 Grid2_4,1,0,1,2856.54,598,100,60.42,360,603
Caserne 28,28,333,13.871353,-73.565377,45.612502,Grid3_0,Caserne 28 Grid3_0,Caserne 28 Grid3_0,1,0,1,137.2,720,100,63.3,320,710
Caserne 28,28,333,13.871353,-73.565377,45.612502,Grid3_1,Caserne 28 Grid3_1,Caserne 28 Grid3_1,12,2,12,5381.91666666667,493.333333333333,100,69.0833333333333,242.5,494.166666666667
Caserne 28,28,333,13.871353,-73.565377,45.612502,Grid3_2,Caserne 28 Grid3_2,Caserne 28 Grid3_2,19,3,19,9095.59545454546,461.136363636364,100,67.1954545454545,227.045454545455,455.454545454545
Caserne 28,28,333,13.871353,-73.565377,45.612502,Grid3_3,Caserne 28 Grid3_3,Caserne 28 Grid3_3,11,2,11,8370.75,554.6875,100,62.91875,308.125,549.6875
Caserne 28,28,333,13.871353,-73.565377,45.612502,Grid3_4,Caserne 28 Grid3_4,Caserne 28 Grid3_4,22,4,22,10645.9166666667,699.166666666667,100,56.35,423.75,699.583333333333
Caserne 28,28,333,13.871353,-73.565377,45.612502,Grid4_0,Caserne 28 Grid4_0,,,,,354.7,618.333333333333,100,68.7333333333333,316.666666666667,600
Caserne 28,28,333,13.871353,-73.565377,45.612502,Grid4_1,Caserne 28 Grid4_1,Caserne 28 Grid4_1,2,0,2,2549.38,565,100,71.42,284,563
Caserne 28,28,333,13.871353,-73.565377,45.612502,Grid4_2,Caserne 28 Grid4_2,Caserne 28 Grid4_2,15,3,15,10704.54,577.75,100,67.145,300.25,577.25
Caserne 28,28,333,13.871353,-73.565377,45.612502,Grid4_3,Caserne 28 Grid4_3,Caserne 28 Grid4_3,19,3,19,7041.17647058824,490,100,67.6294117647059,259.411764705882,489.117647058824
Caserne 28,28,333,13.871353,-73.565377,45.612502,Grid4_4,Caserne 28 Grid4_4,Caserne 28 Grid4_4,15,3,15,7392.45384615385,550,100,63.9230769230769,305,553.846153846154
Caserne 28,28,333,13.871353,-73.565377,45.612502,Grid5_1,Caserne 28 Grid5_1,,,,,463.45,567.5,100,71.45,315,545
Caserne 28,28,333,13.871353,-73.565377,45.612502,Grid5_2,Caserne 28 Grid5_2,,,,,2048.5,1160,100,75.3666666666667,603.333333333333,1121.66666666667
Caserne 28,28,333,13.871353,-73.565377,45.612502,Grid5_3,Caserne 28 Grid5_3,Caserne 28 Grid5_3,1,0,1,6710.58,485,100,69.58,256,499
Caserne 29,29,311,4.060214,-73.57015,45.549234,Grid0_0,Caserne 29 Grid0_0,Caserne 29 Grid0_0,12,2,12,11436.9071428571,515,100,72.45,334.642857142857,516.428571428571
Caserne 29,29,311,4.060214,-73.57015,45.549234,Grid0_1,Caserne 29 Grid0_1,Caserne 29 Grid0_1,33,6,33,14115.3571428571,469.642857142857,100,76.6392857142857,303.214285714286,464.107142857143
Caserne 29,29,311,4.060214,-73.57015,45.549234,Grid0_2,Caserne 29 Grid0_2,,,,,3042.1,535,100,80.35,327.5,530
Caserne 29,29,311,4.060214,-73.57015,45.549234,Grid1_0,Caserne 29 Grid1_0,Caserne 29 Grid1_0,32,5,32,14295.1448275862,522.586206896552,100,72.8793103448276,330.51724137931,527.241379310345
Caserne 29,29,311,4.060214,-73.57015,45.549234,Grid1_1,Caserne 29 Grid1_1,Caserne 29 Grid1_1,47,8,47,14365.3,496.724137931034,100,78.2862068965517,311.034482758621,496.379310344828
Caserne 29,29,311,4.060214,-73.57015,45.549234,Grid1_2,Caserne 29 Grid1_2,Caserne 29 Grid1_2,1,0,1,3661.72,696,100,77.66,432,679
Caserne 29,29,311,4.060214,-73.57015,45.549234,Grid2_0,Caserne 29 Grid2_0,Caserne 29 Grid2_0,27,5,27,12315.8176470588,550,100,71.64375,348.75,551.5625
Caserne 29,29,311,4.060214,-73.57015,45.549234,Grid2_1,Caserne 29 Grid2_1,Caserne 29 Grid2_1,7,1,7,10346.855,560.789473684211,100,74.2210526315789,336.25,533.75
Caserne 29,29,311,4.060214,-73.57015,45.549234,Grid2_2,Caserne 29 Grid2_2,,,,,4942,713.75,100,75.875,456.25,716.25
Caserne 30,30,356,3.437851,-73.589748,45.52168,Grid0_0,Caserne 30 Grid0_0,Caserne 30 Grid0_0,7,1,7,8757.5,519.375,100,70.9625,330.625,511.25
Caserne 30,30,356,3.437851,-73.589748,45.52168,Grid0_1,Caserne 30 Grid0_1,Caserne 30 Grid0_1,49,8,49,16144.088,452.8,100,70.232,250.6,452.4
Caserne 30,30,356,3.437851,-73.589748,45.52168,Grid1_0,Caserne 30 Grid1_0,Caserne 30 Grid1_0,34,6,34,13081.875,681.75,100,80.225,451.75,688.25
Caserne 30,30,356,3.437851,-73.589748,45.52168,Grid1_1,Caserne 30 Grid1_1,Caserne 30 Grid1_1,76,13,76,14551.2871794872,479.358974358974,100,75.9289473684211,283.076923076923,475.641025641026
Caserne 30,30,356,3.437851,-73.589748,45.52168,Grid1_2,Caserne 30 Grid1_2,Caserne 30 Grid1_2,3,1,3,13855.775,502.5,100,69.925,294.375,488.125
Caserne 30,30,356,3.437851,-73.589748,45.52168,Grid2_0,Caserne 30 Grid2_0,Caserne 30 Grid2_0,7,1,7,13392.9888888889,551.111111111111,100,81.1555555555556,362.222222222222,566.666666666667
Caserne 30,30,356,3.437851,-73.589748,45.52168,Grid2_1,Caserne 30 Grid2_1,Caserne 30 Grid2_1,29,5,29,13789.2083333333,509.583333333333,100,76.9083333333333,307.916666666667,517.083333333333
Caserne 30,30,356,3.437851,-73.589748,45.52168,Grid2_2,Caserne 30 Grid2_2,Caserne 30 Grid2_2,51,9,51,17709.2090909091,488.181818181818,100,65.8954545454546,316.818181818182,487.272727272727
Caserne 30,30,356,3.437851,-73.589748,45.52168,Grid2_3,Caserne 30 Grid2_3,Caserne 30 Grid2_3,14,2,14,21857.075,587.916666666667,100,57.2272727272727,400,581.25
Caserne 30,30,356,3.437851,-73.589748,45.52168,Grid3_2,Caserne 30 Grid3_2,Caserne 30 Grid3_2,28,5,28,19508.5692307692,537.692307692308,100,67.1846153846154,377.692307692308,535.769230769231
Caserne 30,30,356,3.437851,-73.589748,45.52168,Grid3_3,Caserne 30 Grid3_3,Caserne 30 Grid3_3,11,2,11,16351.675,848.75,100,63.8857142857143,598.75,883.75
Caserne 31,31,300,2.00648,-73.608784,45.533372,Grid0_0,Caserne 31 Grid0_0,Caserne 31 Grid0_0,33,6,33,12103.0695652174,517.608695652174,100,78.604347826087,318.695652173913,518.913043478261
Caserne 31,31,300,2.00648,-73.608784,45.533372,Grid0_1,Caserne 31 Grid0_1,Caserne 31 Grid0_1,36,6,36,11029.1466666667,615.666666666667,100,74.6,387,616.333333333333
Caserne 31,31,300,2.00648,-73.608784,45.533372,Grid1_0,Caserne 31 Grid1_0,Caserne 31 Grid1_0,15,3,15,12803.28,542,100,79.4933333333333,338,538.666666666667
Caserne 31,31,300,2.00648,-73.608784,45.533372,Grid1_1,Caserne 31 Grid1_1,Caserne 31 Grid1_1,26,4,26,11834.935,559,100,76.825,354.25,555
Caserne 31,31,300,2.00648,-73.608784,45.533372,Grid2_1,Caserne 31 Grid2_1,,,,,11746.825,855,100,82.2,571.25,843.75
Caserne 32,32,298,4.694685,-73.493739,45.695478,Grid0_0,Caserne 32 Grid0_0,,,,,691.533333333333,975,100,77.8333333333333,455,1015
Caserne 32,32,298,4.694685,-73.493739,45.695478,Grid0_1,Caserne 32 Grid0_1,,,,,292.8,1255,100,81.6,595,1320
Caserne 32,32,298,4.694685,-73.493739,45.695478,Grid1_0,Caserne 32 Grid1_0,,,,,890.9,835,100,75.95,385,862.5
Caserne 32,32,298,4.694685,-73.493739,45.695478,Grid1_1,Caserne 32 Grid1_1,Caserne 32 Grid1_1,8,1,8,3060.86,645,100,77,337,662
Caserne 32,32,298,4.694685,-73.493739,45.695478,Grid1_2,Caserne 32 Grid1_2,Caserne 32 Grid1_2,1,0,1,2333.34,683,100,75.5,350,689
Caserne 32,32,298,4.694685,-73.493739,45.695478,Grid2_0,Caserne 32 Grid2_0,Caserne 32 Grid2_0,5,1,5,4451.15555555556,560,100,76.1,289.444444444444,561.111111111111
Caserne 32,32,298,4.694685,-73.493739,45.695478,Grid2_1,Caserne 32 Grid2_1,Caserne 32 Grid2_1,11,2,11,4549.31428571429,484.642857142857,100,76.2,253.928571428571,486.428571428571
Caserne 32,32,298,4.694685,-73.493739,45.695478,Grid2_2,Caserne 32 Grid2_2,,,,,3267.2,462.5,100,70.08,236.666666666667,460
Caserne 32,32,298,4.694685,-73.493739,45.695478,Grid3_0,Caserne 32 Grid3_0,,,,,3552.9,375,100,73.55,190,377.5
Caserne 32,32,298,4.694685,-73.493739,45.695478,Grid3_1,Caserne 32 Grid3_1,,,,,2047.4,490,100,69.4,255,495
Caserne 33,33,350,5.143197,-73.595268,45.454464,Grid0_1,Caserne 33 Grid0_1,Caserne 33 Grid0_1,8,1,8,10393.46,430,100,70.4,241,438
Caserne 33,33,350,5.143197,-73.595268,45.454464,Grid0_2,Caserne 33 Grid0_2,Caserne 33 Grid0_2,6,1,6,8953.62,729.444444444444,100,68.1111111111111,395,721.111111111111
Caserne 33,33,350,5.143197,-73.595268,45.454464,Grid0_3,Caserne 33 Grid0_3,,,,,4126.95,2570,100,70.9,1415,2540
Caserne 33,33,350,5.143197,-73.595268,45.454464,Grid1_0,Caserne 33 Grid1_0,Caserne 33 Grid1_0,8,1,8,7463.8,546.666666666667,100,76.6,310,525
Caserne 33,33,350,5.143197,-73.595268,45.454464,Grid1_1,Caserne 33 Grid1_1,Caserne 33 Grid1_1,60,10,60,11578.4310344828,455,100,70.351724137931,266.206896551724,458.275862068966
Caserne 33,33,350,5.143197,-73.595268,45.454464,Grid1_2,Caserne 33 Grid1_2,Caserne 33 Grid1_2,24,4,24,9473.44444444444,480.6,100,68.772,270.8,479
Caserne 33,33,350,5.143197,-73.595268,45.454464,Grid1_3,Caserne 33 Grid1_3,Caserne 33 Grid1_3,2,0,2,4300.63333333333,542.5,100,68.25,295,535
Caserne 33,33,350,5.143197,-73.595268,45.454464,Grid2_0,Caserne 33 Grid2_0,Caserne 33 Grid2_0,10,2,10,8140.7,497,100,73.52,293,503
Caserne 33,33,350,5.143197,-73.595268,45.454464,Grid2_1,Caserne 33 Grid2_1,Caserne 33 Grid2_1,19,3,19,8113.11764705882,487.647058823529,100,70.9588235294118,285.882352941176,492.058823529412
Caserne 33,33,350,5.143197,-73.595268,45.454464,Grid2_2,Caserne 33 Grid2_2,Caserne 33 Grid2_2,2,0,2,7541.06,495,100,70.3,286,508
Caserne 34,34,340,4.042092,-73.616668,45.474728,Grid0_0,Caserne 34 Grid0_0,Caserne 34 Grid0_0,32,5,32,11568.4578947368,529.473684210526,100,71.3526315789474,298.684210526316,529.473684210526
Caserne 34,34,340,4.042092,-73.616668,45.474728,Grid0_1,Caserne 34 Grid0_1,Caserne 34 Grid0_1,31,5,31,11831.3666666667,496.666666666667,100,73.1666666666667,276.190476190476,490.238095238095
Caserne 34,34,340,4.042092,-73.616668,45.474728,Grid0_2,Caserne 34 Grid0_2,Caserne 34 Grid0_2,11,2,11,10221.2083333333,468.333333333333,100,71.975,267.916666666667,462.5
Caserne 34,34,340,4.042092,-73.616668,45.474728,Grid1_0,Caserne 34 Grid1_0,Caserne 34 Grid1_0,6,1,6,8614.17142857143,599.285714285714,100,68.2,322.857142857143,594.285714285714
Caserne 34,34,340,4.042092,-73.616668,45.474728,Grid1_1,Caserne 34 Grid1_1,Caserne 34 Grid1_1,38,6,38,9457.05,540.833333333333,100,73.7791666666667,299.375,545.208333333333
Caserne 34,34,340,4.042092,-73.616668,45.474728,Grid1_2,Caserne 34 Grid1_2,Caserne 34 Grid1_2,32,5,32,9596.3,483.684210526316,100,73.1631578947368,270,485.526315789474
Caserne 34,34,340,4.042092,-73.616668,45.474728,Grid2_1,Caserne 34 Grid2_1,Caserne 34 Grid2_1,8,1,8,6319.875,540,100,70.5285714285714,310,537.142857142857
Caserne 34,34,340,4.042092,-73.616668,45.474728,Grid2_2,Caserne 34 Grid2_2,Caserne 34 Grid2_2,1,0,1,4253.24,538.75,100,68.35,302.5,531.25
Caserne 35,35,306,3.084351,-73.671706,45.551598,Grid0_1,Caserne 35 Grid0_1,Caserne 35 Grid0_1,1,0,1,4301.94,391,100,68.575,204,394
Caserne 35,35,306,3.084351,-73.671706,45.551598,Grid0_2,Caserne 35 Grid0_2,Caserne 35 Grid0_2,3,1,3,3519.8,318.333333333333,100,67.24,160,318.333333333333
Caserne 35,35,306,3.084351,-73.671706,45.551598,Grid1_0,Caserne 35 Grid1_0,Caserne 35 Grid1_0,3,1,3,6498.68333333333,519.166666666667,100,63.9,325,498.333333333333
Caserne 35,35,306,3.084351,-73.671706,45.551598,Grid1_1,Caserne 35 Grid1_1,Caserne 35 Grid1_1,27,5,27,7469.40588235294,451.176470588235,100,67.8352941176471,271.176470588235,452.941176470588
Caserne 35,35,306,3.084351,-73.671706,45.551598,Grid1_2,Caserne 35 Grid1_2,Caserne 35 Grid1_2,5,1,5,5968.91,424.5,100,70.1777777777778,234,419
Caserne 35,35,306,3.084351,-73.671706,45.551598,Grid2_0,Caserne 35 Grid2_0,Caserne 35 Grid2_0,18,3,18,8189.44615384615,432.307692307692,100,70.8083333333333,260.384615384615,432.307692307692
